Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
GAIA,Gaia Inc. Class A Common Stock,84773122,United States,1999,4406,Consumer Discretionary,Movies/Entertainment
GAIN,Gladstone Investment Corporation Business Development Company,497796519,United States,2005,102959,Finance,Finance: Consumer Services
GAINL,Gladstone Investment Corporation 8.00% Notes due 2028,913404572,United States,,4380,Finance,Finance: Consumer Services
GAINN,Gladstone Investment Corporation 5.00% Notes Due 2026,857057021,United States,,9502,Finance,Finance: Consumer Services
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,808246403,United States,,4054,Finance,Finance: Consumer Services
GALT,Galectin Therapeutics Inc. Common Stock,242043358,United States,,165932,Health Care,Biotechnology: Pharmaceutical Preparations
GAM,General American Investors Inc. Common Stock,1078662694,United States,,30708,Finance,Investment Managers
GAM^B,General American Investors Company Inc. Cumulative Preferred Stock,,United States,,7529,,
GAMB,Gambling.com Group Limited Ordinary Shares,314902765,Jersey,2021,195795,Consumer Discretionary,Services-Misc. Amusement & Recreation
GAMC,Golden Arrow Merger Corp. Class A Common Stock,0,United States,2021,2,Finance,Blank Checks
GAME,GameSquare Holdings Inc. Common Stock,28372192,United States,,376083,Consumer Discretionary,Services-Misc. Amusement & Recreation
GAN,GAN Limited Ordinary Shares,59090287,United Kingdom,2020,119178,Technology,Computer Software: Programming Data Processing
GANX,Gain Therapeutics Inc. Common Stock,50118901,United States,2021,81897,Health Care,Biotechnology: Pharmaceutical Preparations
GAQ,Generation Asia I Acquisition Limited Class A Ordinary Shares,0,Singapore,,93,Finance,Blank Checks
GASS,StealthGas Inc. Common Stock,226321200,Greece,2005,79663,Consumer Discretionary,Marine Transportation
GATE,Marblegate Acquisition Corp. Class A Common Stock,0,United States,2021,7,Finance,Blank Checks
GATEU,Marblegate Acquisition Corp. Unit,0,United States,2021,1,Finance,Blank Checks
GATEW,Marblegate Acquisition Corp. Warrant,0,United States,2021,300,Finance,Blank Checks
GATO,Gatos Silver Inc. Common Stock,665521672,United States,2020,520310,Basic Materials,Precious Metals
GATX,GATX Corporation Common Stock,4599025000,United States,,110133,Consumer Discretionary,Transportation Services
GAU,Galiano Gold Inc.,317188128,Canada,,4370673,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GB,Global Blue Group Holding AG Ordinary Shares,923992405,,2000,19058,Technology,EDP Services
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,352303316,United States,2010,49761,Finance,Investment Managers
GBBK,Global Blockchain Acquisition Corp. Common Stock,0,United States,2022,1715,Finance,Blank Checks
GBBKR,Global Blockchain Acquisition Corp. Right,0,United States,2022,6207,Finance,Blank Checks
GBCI,Glacier Bancorp Inc. Common Stock,4098261948,United States,,506953,Finance,Major Banks
GBDC,Golub Capital BDC Inc. Common Stock,2836841771,United States,2010,659622,Finance,Finance: Consumer Services
GBIO,Generation Bio Co. Common Stock,245965311,United States,2020,260062,Health Care,Biotechnology: Pharmaceutical Preparations
GBLI,Global Indemnity Group LLC Class A Common Stock (DE),437920493,Ireland,,255,Finance,Property-Casualty Insurers
GBNY,Generations Bancorp NY Inc. Common Stock,22328338,United States,2021,15,Finance,Major Banks
GBR,New Concept Energy Inc Common Stock,6107001,United States,1993,273526,Energy,Oil & Gas Production
GBTG,Global Business Travel Group Inc. Class A Common Stock,2793183195,United States,2020,119735,Technology,Computer Software: Prepackaged Software
GBX,Greenbrier Companies Inc. (The) Common Stock,1598885232,United States,1994,244300,Industrials,Railroads
GCBC,Greene County Bancorp Inc. Common Stock,463981063,United States,,19468,Finance,Banks
GCI,Gannett Co. Inc. Common Stock,345249301,United States,2014,1173706,Consumer Discretionary,Newspapers/Magazines
GCMG,GCM Grosvenor Inc. Class A Common Stock,1737513164,United States,,89307,Finance,Finance/Investors Services
GCMGW,GCM Grosvenor Inc. Warrant,75828969,United States,,7294,Finance,Finance/Investors Services
GCO,Genesco Inc. Common Stock,294139645,United States,,85012,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GCT,GigaCloud Technology Inc Class A Ordinary Shares,1324692357,Hong Kong,2022,3554384,Consumer Discretionary,Catalog/Specialty Distribution
GCTK,GlucoTrack Inc. Common Stock,11237675,Israel,,188737,Health Care,Medical/Dental Instruments
GCTS,GCT Semiconductor Holding Inc. Common Stock,244595248,,2021,361604,Finance,Blank Checks
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,65592900,United States,,63423,Finance,Finance/Investors Services
GD,General Dynamics Corporation Common Stock,78015862520,United States,,976515,Industrials,Marine Transportation
GDC,GD Culture Group Limited Common Stock,4905181,China,2015,204244,Industrials,Steel/Iron Ore
GDDY,GoDaddy Inc. Class A Common Stock,17299730606,United States,2015,1038339,Technology,EDP Services
GDEN,Golden Entertainment Inc. Common Stock,981634401,United States,,124495,Consumer Discretionary,Services-Misc. Amusement & Recreation
GDEV,GDEV Inc. Ordinary Shares,447904142,Cyprus,,212,Technology,EDP Services
GDHG,Golden Heaven Group Holdings Ltd. Class A Ordinary Shares,11612700,China,2023,2088927,Consumer Discretionary,Services-Misc. Amusement & Recreation
GDL,GDL Fund The Common Shares of Beneficial Interest,0,United States,2007,7022,Finance,Investment Managers
GDL^C,The GDL Fund Series C Cumulative Puttable and Callable Preferred Shares,,United States,,127,,
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,0,United States,2009,37508,Finance,Finance Companies
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,422637952,United States,2010,1060194,Finance,Finance: Consumer Services
GDRX,GoodRx Holdings Inc. Class A Common Stock,2587232787,United States,2020,1267212,Technology,Retail: Computer Software & Peripheral Equipment
GDS,GDS Holdings Limited ADS,1166191239,China,2016,1854023,Technology,Computer Software: Programming Data Processing
GDST,Goldenstone Acquisition Limited Common Stock,0,United States,2022,6523,Finance,Blank Checks
GDTC,CytoMed Therapeutics Limited Ordinary Shares,23289247,Singapore,2023,5062,Health Care,Biotechnology: Pharmaceutical Preparations
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,1937248787,United States,2003,245592,Finance,Investment Managers
GDV^H,The Gabelli Dividend & Income Trust 5.375% Series H Cumulative Preferred Shares,,United States,,2801,,
GDV^K,The Gabelli Dividend & Income Trust 4.250% Series K Cumulative Preferred Shares,,United States,,35604,,
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,808360445,United States,2018,862419,Technology,Computer Software: Prepackaged Software
GE,GE Aerospace Common Stock,2.10548E+11,United States,,6418991,Technology,Consumer Electronics/Appliances
GECC,Great Elm Capital Corp. Common Stock,76627757,United States,,22267,Finance,Finance: Consumer Services
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,0,United States,,2951,Finance,Finance: Consumer Services
GECCO,Great Elm Capital Corp. 5.875% Notes due 2026,0,United States,,588,Finance,Finance Companies
GECCZ,Great Elm Capital Corp. 8.75% Notes due 2028,0,United States,,1425,Finance,Finance Companies
GEF,Greif Inc. Class A Common Stock,2977114636,United States,,340954,,
GEG,Great Elm Group Inc. Common Stock,61044258,United States,,3051,Technology,Computer Software: Prepackaged Software
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,719559977,United States,,52,Finance,Finance: Consumer Services
GEHC,GE HealthCare Technologies Inc. Common Stock ,39219918134,United States,,1982997,Technology,Computer Software: Prepackaged Software
GEL,Genesis Energy L.P. Common Units,1436506450,United States,2001,340596,Energy,Oil Refining/Marketing
GEN,Gen Digital Inc. Common Stock,13120345279,United States,,3389934,Technology,Computer Software: Prepackaged Software
GENC,Gencor Industries Inc. Common Stock,252112474,United States,,26493,Industrials,Construction/Ag Equipment/Trucks
GENE,Genetic Technologies Ltd ADS,12580791,Australia,,15770,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GENI,Genius Sports Limited Ordinary Shares,1196660772,Guernsey,2021,2649341,Consumer Discretionary,Services-Misc. Amusement & Recreation
GENK,GEN Restaurant Group Inc. Class A Common Stock,303691767,United States,2023,44829,Consumer Discretionary,Restaurants
GEO,Geo Group Inc (The) REIT,1916916810,United States,,2489452,Real Estate,Real Estate Investment Trusts
GEOS,Geospace Technologies Corporation Common Stock (Texas),170725094,United States,,59609,Industrials,Industrial Machinery/Components
GERN,Geron Corporation Common Stock,1883904616,United States,1996,11912264,Health Care,Biotechnology: Pharmaceutical Preparations
GES,Guess? Inc. Common Stock,1465105639,United States,1996,2037063,Consumer Discretionary,Apparel
GETR,Getaround Inc. Common Stock,21646206,,2021,222297,Consumer Discretionary,Rental/Leasing Companies
GETY,Getty Images Holdings Inc. Class A Common Stock,1530131619,United States,2022,435535,Industrials,Industrial Machinery/Components
GEV,GE Vernova Inc. Common Stock,36110767655,United States,2024,3723895,,
GEVO,Gevo Inc. Common Stock,148268147,United States,2011,4488339,Industrials,Major Chemicals
GF,New Germany Fund Inc. (The) Common Stock,0,United States,1990,141433,Finance,Investment Managers
GFAI,Guardforce AI Co. Limited Ordinary Shares,18515862,Singapore,,484613,Consumer Discretionary,Diversified Commercial Services
GFAIW,Guardforce AI Co. Limited Warrant,404744,Singapore,,4872,Consumer Discretionary,Diversified Commercial Services
GFF,Griffon Corporation Common Stock,3398112340,United States,,285569,Industrials,Building Products
GFI,Gold Fields Limited American Depositary Shares,15726318309,South Africa,,5069511,Basic Materials,Precious Metals
GFL,GFL Environmental Inc. Subordinate voting shares no par value,12471072365,Canada,2020,717372,,
GFR,Greenfire Resources Ltd. Common Shares,435879970,Canada,,9799,,
GFS,GlobalFoundries Inc. Ordinary Shares,25887137600,United States,2021,2580813,Technology,Semiconductors
GGAL,Grupo Financiero Galicia S.A. American Depositary Shares,4070150168,Argentina,,1573679,Finance,Commercial Banks
GGB,Gerdau S.A. Common Stock,7836519043,Brazil,,21071066,Industrials,Steel/Iron Ore
GGE,Green Giant Inc. Common Stock,4231809,China,,4925520,Finance,Real Estate
GGG,Graco Inc. Common Stock,15018354427,United States,,441134,Industrials,Fluid Controls
GGN,GAMCO Global Gold Natural Resources & Income Trust,0,United States,2005,1116625,Finance,Finance/Investors Services
GGN^B,GAMCO Global Gold Natural Reources & Income Trust 5.00% Series B Cumulative 25.00 Liquidation Preference,,United States,,6030,,
GGR,Gogoro Inc. Ordinary Shares,383324813,Taiwan,,115787,Consumer Discretionary,Auto Manufacturing
GGROW,Gogoro Inc. Warrant,22114893,Taiwan,,4789,Consumer Discretionary,Auto Manufacturing
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,145388765,United States,,86561,Finance,Trusts Except Educational Religious and Charitable
GGT^E,Gabelli Multi-Media Trust Inc. (The) 5.125% Series E Cumulative Preferred Stock,,United States,,3895,,
GGT^G,Gabelli Multi-Media Trust Inc. (The) 5.125% Series G Cumulative Preferred Shares,,United States,,4483,,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,100075788,,2014,26957,Finance,Investment Managers
GH,Guardant Health Inc. Common Stock,2076419071,United States,2018,2700321,Health Care,Medical Specialities
GHC,Graham Holdings Company Common Stock,3166204619,United States,,11528,Real Estate,Other Consumer Services
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share,305515075,,2018,5010,Consumer Discretionary,Hotels/Resorts
GHI,Greystone Housing Impact Investors LP Beneficial Unit Certificates representing assignments of limited partnership interests,350783296,United States,2022,24675,Finance,Finance: Consumer Services
GHIX,Gores Holdings IX Inc. Class A Common Stock,0,United States,2022,7,Finance,Blank Checks
GHIXW,Gores Holdings IX Inc. Warrant,0,United States,2022,1816,Finance,Blank Checks
GHLD,Guild Holdings Company Class A Common Stock,855464764,United States,2020,8993,Finance,Finance: Consumer Services
GHM,Graham Corporation Common Stock,319977063,United States,1978,74864,Industrials,Industrial Machinery/Components
GHRS,GH Research PLC Ordinary Shares,609769859,Ireland,2021,89121,Health Care,Biotechnology: Pharmaceutical Preparations
GHSI,Guardion Health Sciences Inc. Common Stock,10131991,United States,2019,4359,Health Care,Biotechnology: Pharmaceutical Preparations
GHY,PGIM Global High Yield Fund Inc.,0,United States,2012,163946,Finance,Trusts Except Educational Religious and Charitable
GIB,CGI Inc. Common Stock,23961790372,Canada,,152940,Consumer Discretionary,Professional Services
GIC,Global Industrial Company Common Stock,1575106545,United States,,48445,Industrials,Industrial Machinery/Components
GIFI,Gulf Island Fabrication Inc. Common Stock,105604642,United States,1997,166520,Industrials,Metal Fabrications
GIGM,GigaMedia Limited Ordinary Shares,14033500,Taiwan,,4466,Technology,EDP Services
GIII,G-III Apparel Group LTD. Common Stock,1231717746,United States,1989,586800,Consumer Discretionary,Apparel
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock,5958807333,Canada,2000,590203,Consumer Discretionary,Apparel
GILD,Gilead Sciences Inc. Common Stock,84401230234,United States,1992,7714374,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,311307830,Israel,,165879,Technology,Radio And Television Broadcasting And Communications Equipment
GIPR,Generation Income Properties Inc. Common Stock,20064933,United States,,20464,Real Estate,Real Estate Investment Trusts
GIPRW,Generation Income Properties Inc Warrant,1410718,United States,,6144,Real Estate,Real Estate Investment Trusts
GIS,General Mills Inc. Common Stock,38005422725,United States,,4510278,Consumer Staples,Food Chains
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,0,United States,,221,Finance,Investment Bankers/Brokers/Service
GJO,Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,0,United States,,104,Finance,Investment Bankers/Brokers/Service
GJP,Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,0,United States,,216,Finance,Investment Bankers/Brokers/Service
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,0,United States,,49,Finance,Finance: Consumer Services
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,7553055730,United States,,300,Finance,Investment Bankers/Brokers/Service
GJT,Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3,0,United States,,5,Finance,Investment Bankers/Brokers/Service
GKOS,Glaukos Corporation Common Stock,4790715763,United States,2015,336568,Health Care,Medical/Dental Instruments
GL,Globe Life Inc. Common Stock,5229834439,United States,,6641420,Finance,Life Insurance
GL^D,Globe Life Inc. 4.25% Junior Subordinated Debentures due 2061,,United States,,111607,,
GLAC,Global Lights Acquisition Corp Ordinary Shares,0,China,2023,794,,
GLACR,Global Lights Acquisition Corp Rights,0,China,2023,7,,
GLACU,Global Lights Acquisition Corp Unit,0,China,2023,100,,
GLAD,Gladstone Capital Corporation Common Stock,443790760,United States,2001,156974,Consumer Discretionary,Textiles
GLADZ,Gladstone Capital Corporation 7.75% Notes due 2028,552345460,United States,,4084,,
GLBE,Global-E Online Ltd. Ordinary Shares,5513640380,Israel,2021,942169,Technology,Computer Software: Prepackaged Software
GLBS,Globus Maritime Limited Common Stock,43428655,Greece,,97051,Consumer Discretionary,Marine Transportation
GLBZ,Glen Burnie Bancorp Common Stock,15043703,United States,,843,Finance,Major Banks
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,514997390,United States,,188926,Industrials,Military/Government/Technical
GLDG,GoldMining Inc. Common Shares,159022013,,,445910,Basic Materials,Precious Metals
GLLI,Globalink Investment Inc. Common Stock,0,United States,2021,22133,Industrials,Consumer Electronics/Appliances
GLLIW,Globalink Investment Inc. Warrants,0,United States,2021,53981,Industrials,Consumer Electronics/Appliances
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,1897546,Israel,2014,90834,Health Care,Biotechnology: Pharmaceutical Preparations
GLNG,Golar Lng Ltd,2581370288,Bermuda,,933741,Consumer Discretionary,Marine Transportation
GLO,Clough Global Opportunities Fund Common Stock,0,United States,2006,242656,Finance,Finance/Investors Services
GLOB,Globant S.A. Common Shares,8176483735,United States,2014,291450,Technology,EDP Services
GLOG^A,GasLog LP. 8.75% Series A Cumulative Redeemable Perpetual Preference Shares,,Monaco,,158,,
GLOP^A,GasLog Partners LP 8.625% Series A Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,,Greece,,3528,,
GLOP^B,GasLog Partners LP 8.200% Series B Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,,Greece,,780,,
GLOP^C,GasLog Partners LP 8.500% Series C Cumulative Redeemable Perpetual Fixed to Floating Rate Preference Units,,Greece,,2638,,
GLP,Global Partners LP Common Units representing Limited Partner Interests,1545098338,United States,2005,69409,Energy,Oil Refining/Marketing
GLP^B,Global Partners LP 9.50% Series B Fixed Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,,United States,,16875,,
GLPG,Galapagos NV American Depositary Shares,1963732716,Belgium,2015,153848,Health Care,Biotechnology: Pharmaceutical Preparations
GLPI,Gaming and Leisure Properties Inc. Common Stock,11622918853,United States,,1596595,Real Estate,Real Estate Investment Trusts
GLQ,Clough Global Equity Fund Clough Global Equity Fund Common Shares of Beneficial Interest,0,United States,2005,194727,Finance,Finance/Investors Services
GLRE,Greenlight Capital Re Ltd. Class A Ordinary Shares,432473897,Cayman Islands,2007,54900,Finance,Property-Casualty Insurers
GLSI,Greenwich LifeSciences Inc. Common Stock,183214833,United States,2020,63535,Health Care,Biotechnology: Pharmaceutical Preparations
GLST,Global Star Acquisition Inc. Class A Common Stock,0,United States,2022,4949,Industrials,Consumer Electronics/Appliances
GLSTR,Global Star Acquisition Inc. Right,0,United States,2022,4923,,
GLT,Glatfelter Corporation Common Stock,74944928,United States,2000,532460,Basic Materials,Paper
GLTO,Galecto Inc. Common Stock,18634557,Denmark,2020,111894,Health Care,Biotechnology: Pharmaceutical Preparations
GLU,Gabelli Global Utility Common Shares of Beneficial Ownership,80102786,United States,2004,11787,Finance,Finance/Investors Services
GLU^B,The Gabelli Global Utility and Income Trust Series B Cumulative Puttable and Callable Preferred Shares,,United States,,21,,
GLUE,Monte Rosa Therapeutics Inc. Common Stock,329512260,United States,2021,121832,Health Care,Biotechnology: Pharmaceutical Preparations
GLV,Clough Global Dividend and Income Fund Common Shares of beneficial interest,69394323,United States,2004,125832,Finance,Finance/Investors Services
GLW,Corning Incorporated Common Stock,26705211379,United States,,3385016,Technology,Industrial Machinery/Components
GLYC,GlycoMimetics Inc. Common Stock,145335618,United States,2014,763636,Health Care,Biotechnology: Pharmaceutical Preparations
GM,General Motors Company Common Stock,49282757022,United States,2010,13498420,Consumer Discretionary,Auto Manufacturing
GMAB,Genmab A/S ADS,19498595279,Denmark,2019,544079,,
GME,GameStop Corporation Common Stock,3077084392,United States,2002,5071743,Consumer Discretionary,Electronics Distribution
GMED,Globus Medical Inc. Class A Common Stock,7014997302,United States,2012,757042,Health Care,Medical/Dental Instruments
GMFI,Aetherium Acquisition Corp. Class A Common Stock,0,United States,2022,1,Finance,Blank Checks
GMFIU,Aetherium Acquisition Corp. Unit,0,United States,2021,22,Finance,Blank Checks
GMFIW,Aetherium Acquisition Corp. Warrant,0,United States,2022,203,Finance,Blank Checks
GMGI,Golden Matrix Group Inc. Common Stock,296021519,United States,,67225,Technology,Computer Software: Prepackaged Software
GMM,Global Mofy Metaverse Limited Ordinary Shares,23692738,China,2023,214092,,
GMRE,Global Medical REIT Inc. Common Stock,536399811,United States,2016,440888,Real Estate,Real Estate Investment Trusts
GMRE^A,Global Medical REIT Inc. Series A Cumulative Redeemable Preferred Stock,,United States,,4105,,
GMS,GMS Inc. Common Stock,3758701138,United States,2016,293814,,
GNE,Genie Energy Ltd. Class B Common Stock Stock,416968915,United States,2011,130507,Utilities,Power Generation
GNFT,GENFIT S.A. American Depositary Shares,175424124,France,2019,2143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),882383896,United States,,344399,Consumer Discretionary,Marine Transportation
GNL,Global Net Lease Inc. Common Stock,1550185474,United States,2015,2293787,Real Estate,Real Estate Investment Trusts
GNL^A,Global Net Lease Inc. 7.25% Series A Cumulative Redeemable Preferred Stock $0.01 par value per share,,United States,,11708,,
GNL^B,Global Net Lease Inc. 6.875% Series B Cumulative Redeemable Perpetual Preferred Stock,,United States,,7193,,
GNL^D,Global Net Lease Inc. 7.50% Series D Cumulative Redeemable Perpetual Preferred Stock,,United States,,17285,,
GNL^E,Global Net Lease Inc. 7.375% Series E Cumulative Redeemable Perpetual Preferred Stock,,United States,,9478,,
GNLN,Greenlane Holdings Inc. Class A Common Stock,2601625,United States,2019,1758081,Consumer Discretionary,Durable Goods
GNLX,Genelux Corporation Common Stock,102088797,United States,2023,129033,Health Care,Biotechnology: Pharmaceutical Preparations
GNPX,Genprex Inc. Common Stock,4489536,United States,2018,32879,Health Care,Biotechnology: Pharmaceutical Preparations
GNRC,Generac Holdlings Inc. Common Stock,7745209028,United States,2010,893273,Consumer Discretionary,Metal Fabrications
GNS,Genius Group Limited Ordinary Shares,20970823,Singapore,2022,3247717,Real Estate,Other Consumer Services
GNSS,Genasys Inc. Common Stock,92456954,United States,,103068,Consumer Staples,Consumer Electronics/Appliances
GNT,GAMCO Natural Resources Gold & Income Trust,96811300,United States,2011,96581,Finance,Finance/Investors Services
GNT^A,GAMCO Natural Resources Gold & Income Tust  5.20% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,United States,,1247,,
GNTA,Genenta Science S.p.A. American Depositary Shares,62708235,Italy,2021,2122,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNTX,Gentex Corporation Common Stock,7856834950,United States,,1126093,Consumer Discretionary,Auto Parts:O.E.M.
GNTY,Guaranty Bancshares Inc. Common Stock,331968407,United States,,11658,Finance,Major Banks
GNW,Genworth Financial Inc Common Stock,2593785219,United States,2004,3315941,Finance,Life Insurance
GO,Grocery Outlet Holding Corp. Common Stock,2628537217,United States,2019,1374247,Consumer Staples,Food Chains
GOCO,GoHealth Inc. Class A Common Stock,228187996,United States,2020,16441,Finance,Specialty Insurers
GODN,Golden Star Acquisition Corporation Ordinary Shares,0,United States,2023,3,Finance,Blank Checks
GODNR,Golden Star Acquisition Corporation Rights,0,United States,2023,412,Finance,Blank Checks
GODNU,Golden Star Acquisition Corporation Unit,0,United States,2023,4,Finance,Blank Checks
GOEV,Canoo Inc. Class A Common Stock,159705368,United States,2019,4006527,Consumer Discretionary,Auto Parts:O.E.M.
GOEVW,Canoo Inc. Warrant,4121429,United States,2019,32457,Consumer Discretionary,Auto Parts:O.E.M.
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest,0,United States,,874594,Finance,Finance/Investors Services
GOGL,Golden Ocean Group Limited Common Stock,2601156658,Bermuda,,1363021,Consumer Discretionary,Marine Transportation
GOGO,Gogo Inc. Common Stock,1039921157,United States,2013,771982,Consumer Discretionary,Telecommunications Equipment
GOLD,Barrick Gold Corporation Common Stock (BC),30494243153,Canada,,32806977,,
GOLF,Acushnet Holdings Corp. Common Stock,3863654625,United States,2016,247958,Consumer Discretionary,Recreational Games/Products/Toys
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,525245706,United States,2003,280857,Real Estate,Real Estate
GOODN,Gladstone Commercial Corporation 6.625% Series E Cumulative Redeemable Preferred Stock,897478096,United States,,4135,Real Estate,Real Estate
GOODO,Gladstone Commercial Corporation 6.00% Series G Cumulative Redeemable Preferred Stock par value $0.001 per share,791692891,United States,,7343,Real Estate,Real Estate Investment Trusts
GOOG,Alphabet Inc. Class C Capital Stock,1.94365E+12,United States,2004,21119600,Technology,Computer Software: Programming Data Processing
GOOGL,Alphabet Inc. Class A Common Stock,1.92537E+12,United States,2004,27114031,Technology,Computer Software: Programming Data Processing
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares,1060477543,,2017,968466,Consumer Discretionary,Apparel
GORO,Gold Resource Corporation Common Stock,47396564,United States,,660386,Basic Materials,Precious Metals
GORV,Lazydays Holdings Inc. Common Stock,51336509,United States,,56649,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GOSS,Gossamer Bio Inc. Common Stock,193572129,United States,2019,915633,Health Care,Biotechnology: Pharmaceutical Preparations
GOTU,Gaotu Techedu Inc. American Depositary Shares,1648795989,China,2019,2690921,Real Estate,Other Consumer Services
GOVX,GeoVax Labs Inc. Common Stock,3649417,United States,,11593,Health Care,Biotechnology: Pharmaceutical Preparations
GOVXW,GeoVax Labs Inc. Warrants,108396,United States,,6000,Health Care,Biotechnology: Pharmaceutical Preparations
GP,GreenPower Motor Company Inc. Common Shares,41985152,Canada,,31812,Consumer Discretionary,Construction/Ag Equipment/Trucks
GPAC,Global Partner Acquisition Corp II Class A Ordinary Share,0,United States,2021,2982,Finance,Blank Checks
GPACW,Global Partner Acquisition Corp II Warrant,0,United States,2021,3900,Finance,Blank Checks
GPAK,Gamer Pakistan Inc. Common Stock,6430641,United States,2023,649851,,
GPC,Genuine Parts Company Common Stock,20181501252,United States,,1177587,Consumer Discretionary,Automotive Aftermarket
GPCR,Structure Therapeutics Inc. American Depositary Shares,1754416244,United States,2023,404973,,
GPI,Group 1 Automotive Inc. Common Stock,3666577145,United States,1997,142045,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,210606510,United States,2017,14876,Utilities,Electric Utilities: Central
GPK,Graphic Packaging Holding Company,8437902632,United States,,1547869,Consumer Discretionary,Containers/Packaging
GPMT,Granite Point Mortgage Trust Inc. Common Stock,218918076,United States,2017,594611,Real Estate,Real Estate Investment Trusts
GPMT^A,Granite Point Mortgage Trust Inc. 7.00% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,18014,,
GPN,Global Payments Inc. Common Stock,31776010726,United States,,1527824,Consumer Discretionary,Business Services
GPOR,Gulfport Energy Corporation Common Shares,2791690609,United States,2021,259072,Energy,Oil & Gas Production
GPRE,Green Plains Inc. Common Stock,1345052971,United States,,2838954,Industrials,Major Chemicals
GPRK,Geopark Ltd Common Shares,532250742,Bermuda,2014,709819,Energy,Oil & Gas Production
GPRO,GoPro Inc. Class A Common Stock,263818576,United States,2014,2271454,Consumer Discretionary,Industrial Machinery/Components
GPS,Gap Inc. (The) Common Stock,8172453566,United States,,7607877,Consumer Discretionary,Clothing/Shoe/Accessory Stores
GRAB,Grab Holdings Limited Class A Ordinary Shares,12921389499,Singapore,,26259248,Consumer Discretionary,Business Services
GRABW,Grab Holdings Limited Warrant,723753962,Singapore,,852,Consumer Discretionary,Business Services
GRBK,Green Brick Partners Inc. Common Stock,2465760204,United States,2021,272708,Consumer Discretionary,Homebuilding
GRBK^A,Green Brick Partners Inc. Depositary Shares (each representing a 1/1000th fractional interest in a share of 5.75% Series A Cumulative Perpetual Preferred Stock),,United States,,1124,,
GRC,Gorman-Rupp Company (The) Common Stock,958804474,United States,1971,54412,Industrials,Fluid Controls
GRDI,GRIID Infrastructure Inc. Common Stock,70209439,United States,,104995,Technology,EDP Services
GRDIW,GRIID Infrastructure Inc. Warrant,4593141,United States,,122654,Technology,EDP Services
GREE,Greenidge Generation Holdings Inc. Class A Common Stock,24856892,United States,,146516,Finance,Investment Bankers/Brokers/Service
GREEL,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,91109317,United States,,4837,Finance,Investment Bankers/Brokers/Service
GRF,Eagle Capital Growth Fund Inc. Common Stock,0,United States,,8799,Finance,Finance/Investors Services
GRFS,Grifols S.A. American Depositary Shares,4496609098,Spain,,1316967,Health Care,Biotechnology: Pharmaceutical Preparations
